"year","ISO","total_best","conflict_flag"
2001,"MRT",0,0
2002,"MRT",0,0
2003,"MRT",0,0
2004,"MRT",0,0
2005,"MRT",0,0
2006,"MRT",0,0
2007,"MRT",0,0
2008,"MRT",4,0
2009,"MRT",12,0
2010,"MRT",1,0
2011,"MRT",1,0
2012,"MRT",13,0
2013,"MRT",1,0
2014,"MRT",0,0
2015,"MRT",0,0
2016,"MRT",0,0
2017,"MRT",0,0
2018,"MRT",0,0
2019,"MRT",0,0
2000,"MUS",0,0
2001,"MUS",0,0
2002,"MUS",0,0
2003,"MUS",0,0
2004,"MUS",0,0
2005,"MUS",0,0
2006,"MUS",0,0
2007,"MUS",0,0
2008,"MUS",0,0
2009,"MUS",0,0
2010,"MUS",0,0
2011,"MUS",0,0
2012,"MUS",0,0
2013,"MUS",0,0
2014,"MUS",0,0
2015,"MUS",0,0
2016,"MUS",0,0
2017,"MUS",0,0
2018,"MUS",0,0
2019,"MUS",0,0
2000,"MWI",0,0
2001,"MWI",0,0
2002,"MWI",0,0
2003,"MWI",0,0
2004,"MWI",0,0
2005,"MWI",0,0
2006,"MWI",0,0
2007,"MWI",0,0
2008,"MWI",0,0
2009,"MWI",0,0
2010,"MWI",0,0
2011,"MWI",0,0
2012,"MWI",0,0
2013,"MWI",0,0
2014,"MWI",0,0
2015,"MWI",0,0
2016,"MWI",0,0
2017,"MWI",0,0
2018,"MWI",0,0
2019,"MWI",0,0
2000,"MYS",0,0
2001,"MYS",0,0
2002,"MYS",0,0
2003,"MYS",0,0
2004,"MYS",0,0
2005,"MYS",0,0
2006,"MYS",0,0
2007,"MYS",0,0
2008,"MYS",0,0
2009,"MYS",0,0
2010,"MYS",0,0
2011,"MYS",0,0
2012,"MYS",0,0
2013,"MYS",0,0
2014,"MYS",70,1
2015,"MYS",0,0
2016,"MYS",0,0
2017,"MYS",0,0
2018,"MYS",1,0
2019,"MYS",0,0
2000,"NAM",1,0
2001,"NAM",66,1
2002,"NAM",0,0
2003,"NAM",5,0
2004,"NAM",0,0
2005,"NAM",0,0
2006,"NAM",0,0
2007,"NAM",0,0
2008,"NAM",0,0
2009,"NAM",0,0
2010,"NAM",0,0
2011,"NAM",0,0
2012,"NAM",0,0
2013,"NAM",0,0
2014,"NAM",0,0
2015,"NAM",0,0
2016,"NAM",0,0
2017,"NAM",0,0
2018,"NAM",0,0
2019,"NAM",0,0
2000,"NER",0,0
2001,"NER",0,0
2002,"NER",0,0
2003,"NER",0,0
2004,"NER",0,0
2005,"NER",4,0
2006,"NER",0,0
2007,"NER",0,0
2008,"NER",98,1
2009,"NER",56,1
2010,"NER",0,0
2011,"NER",0,0
2012,"NER",0,0
2013,"NER",1,0
2014,"NER",31,1
2015,"NER",5,0
2016,"NER",533,1
2017,"NER",299,1
2018,"NER",255,1
2019,"NER",181,1
2000,"NGA",3519,1
2001,"NGA",2104,1
2002,"NGA",2417,1
2003,"NGA",612,1
2004,"NGA",443,1
2005,"NGA",2118,1
2006,"NGA",216,1
2007,"NGA",225,1
2008,"NGA",153,1
2009,"NGA",425,1
2010,"NGA",530,1
2011,"NGA",980,1
2012,"NGA",1830,1
2013,"NGA",2016,1
2014,"NGA",3382,1
2015,"NGA",10338,1
2016,"NGA",9107,1
2017,"NGA",3902,1
2018,"NGA",3572,1
2019,"NGA",3225,1
2000,"NIC",0,0
2001,"NIC",0,0
2002,"NIC",0,0
2003,"NIC",0,0
2004,"NIC",0,0
2005,"NIC",0,0
2006,"NIC",0,0
2007,"NIC",0,0
2008,"NIC",0,0
2009,"NIC",0,0
2010,"NIC",0,0
2011,"NIC",0,0
2012,"NIC",0,0
2013,"NIC",0,0
2014,"NIC",0,0
2015,"NIC",0,0
2016,"NIC",0,0
2017,"NIC",0,0
2018,"NIC",0,0
2019,"NIC",0,0
2000,"NLD",0,0
2001,"NLD",0,0
2002,"NLD",0,0
2003,"NLD",0,0
2004,"NLD",0,0
2005,"NLD",0,0
2006,"NLD",0,0
2007,"NLD",0,0
2008,"NLD",0,0
2009,"NLD",0,0
2010,"NLD",0,0
2011,"NLD",0,0
2012,"NLD",0,0
2013,"NLD",0,0
2014,"NLD",0,0
2015,"NLD",0,0
2016,"NLD",0,0
2017,"NLD",0,0
2018,"NLD",0,0
2019,"NLD",0,0
2000,"NOR",0,0
2001,"NOR",0,0
2002,"NOR",0,0
2003,"NOR",0,0
2004,"NOR",0,0
2005,"NOR",0,0
2006,"NOR",0,0
2007,"NOR",0,0
2008,"NOR",0,0
2009,"NOR",0,0
2010,"NOR",0,0
2011,"NOR",0,0
2012,"NOR",0,0
2013,"NOR",0,0
2014,"NOR",0,0
2015,"NOR",0,0
2016,"NOR",0,0
2017,"NOR",0,0
2018,"NOR",0,0
2019,"NOR",0,0
2000,"NPL",295,1
2001,"NPL",365,1
2002,"NPL",569,1
2003,"NPL",4432,1
2004,"NPL",1732,1
2005,"NPL",2456,1
2006,"NPL",1399,1
2007,"NPL",566,1
2008,"NPL",31,1
2009,"NPL",0,0
2010,"NPL",9,0
2011,"NPL",0,0
2012,"NPL",0,0
2013,"NPL",0,0
2014,"NPL",0,0
2015,"NPL",0,0
2016,"NPL",0,0
2017,"NPL",0,0
2018,"NPL",0,0
2019,"NPL",0,0
2000,"NZL",0,0
2001,"NZL",0,0
2002,"NZL",0,0
2003,"NZL",0,0
2004,"NZL",0,0
2005,"NZL",0,0
2006,"NZL",0,0
2007,"NZL",0,0
2008,"NZL",0,0
2009,"NZL",0,0
2010,"NZL",0,0
2011,"NZL",0,0
2012,"NZL",0,0
2013,"NZL",0,0
2014,"NZL",0,0
2015,"NZL",0,0
2016,"NZL",0,0
2017,"NZL",0,0
2018,"NZL",0,0
2019,"NZL",0,0
2000,"OMN",0,0
2001,"OMN",0,0
2002,"OMN",0,0
2003,"OMN",0,0
2004,"OMN",0,0
2005,"OMN",0,0
2006,"OMN",0,0
2007,"OMN",0,0
2008,"OMN",0,0
2009,"OMN",0,0
2010,"OMN",0,0
2011,"OMN",0,0
2012,"OMN",0,0
2013,"OMN",0,0
2014,"OMN",0,0
2015,"OMN",0,0
2016,"OMN",0,0
2017,"OMN",0,0
2018,"OMN",0,0
2019,"OMN",0,0
2000,"PAK",57,1
2001,"PAK",59,1
2002,"PAK",42,1
2003,"PAK",170,1
2004,"PAK",242,1
2005,"PAK",430,1
2006,"PAK",153,1
2007,"PAK",427,1
2008,"PAK",1366,1
2009,"PAK",4620,1
2010,"PAK",7460,1
2011,"PAK",7226,1
2012,"PAK",3475,1
2013,"PAK",3541,1
2014,"PAK",2914,1
2015,"PAK",3620,1
2016,"PAK",2450,1
2017,"PAK",1100,1
2018,"PAK",954,1
2019,"PAK",483,1
2000,"PAN",0,0
2001,"PAN",0,0
2002,"PAN",0,0
2003,"PAN",0,0
2004,"PAN",0,0
2005,"PAN",0,0
2006,"PAN",0,0
2007,"PAN",0,0
2008,"PAN",0,0
2009,"PAN",0,0
2010,"PAN",0,0
2011,"PAN",0,0
2012,"PAN",0,0
2013,"PAN",0,0
2014,"PAN",0,0
2015,"PAN",0,0
2016,"PAN",0,0
2017,"PAN",0,0
2018,"PAN",0,0
2019,"PAN",0,0
2000,"PER",89,1
2001,"PER",5,0
2002,"PER",21,0
2003,"PER",13,0
2004,"PER",13,0
2005,"PER",3,0
2006,"PER",0,0
2007,"PER",11,0
2008,"PER",32,1
2009,"PER",40,1
2010,"PER",54,1
2011,"PER",29,1
2012,"PER",15,0
2013,"PER",0,0
2014,"PER",3,0
2015,"PER",14,0
2016,"PER",9,0
2017,"PER",11,0
2018,"PER",7,0
2019,"PER",0,0
2000,"PHL",219,1
2001,"PHL",1761,1
2002,"PHL",792,1
2003,"PHL",763,1
2004,"PHL",1132,1
2005,"PHL",470,1
2006,"PHL",487,1
2007,"PHL",434,1
2008,"PHL",483,1
2009,"PHL",566,1
2010,"PHL",1047,1
2011,"PHL",372,1
2012,"PHL",414,1
2013,"PHL",311,1
2014,"PHL",537,1
2015,"PHL",484,1
2016,"PHL",628,1
2017,"PHL",616,1
2018,"PHL",1708,1
2019,"PHL",436,1
2000,"PNG",60,1
2001,"PNG",13,0
2002,"PNG",65,1
2003,"PNG",7,0
2004,"PNG",0,0
2005,"PNG",0,0
2006,"PNG",0,0
2007,"PNG",0,0
2008,"PNG",0,0
2009,"PNG",0,0
2010,"PNG",0,0
2011,"PNG",0,0
2012,"PNG",0,0
2013,"PNG",57,1
2014,"PNG",0,0
2015,"PNG",0,0
2016,"PNG",0,0
2017,"PNG",0,0
2018,"PNG",0,0
2019,"PNG",0,0
2000,"POL",0,0
2001,"POL",0,0
2002,"POL",0,0
2003,"POL",0,0
2004,"POL",0,0
2005,"POL",0,0
2006,"POL",0,0
2007,"POL",0,0
2008,"POL",0,0
2009,"POL",0,0
2010,"POL",0,0
2011,"POL",0,0
2012,"POL",0,0
2013,"POL",0,0
2014,"POL",0,0
2015,"POL",0,0
2016,"POL",0,0
2017,"POL",0,0
2018,"POL",0,0
2019,"POL",0,0
2000,"PRI",0,0
2001,"PRI",0,0
2002,"PRI",0,0
2003,"PRI",0,0
2004,"PRI",0,0
2005,"PRI",0,0
2006,"PRI",0,0
2007,"PRI",0,0
2008,"PRI",0,0
2009,"PRI",0,0
2010,"PRI",0,0
2011,"PRI",0,0
2012,"PRI",0,0
2013,"PRI",0,0
2014,"PRI",0,0
2015,"PRI",0,0
2016,"PRI",0,0
2017,"PRI",0,0
2018,"PRI",0,0
2019,"PRI",0,0
2000,"PRK",0,0
2001,"PRK",0,0
2002,"PRK",0,0
2003,"PRK",0,0
2004,"PRK",0,0
2005,"PRK",0,0
2006,"PRK",0,0
2007,"PRK",0,0
2008,"PRK",0,0
2009,"PRK",0,0
2010,"PRK",0,0
2011,"PRK",0,0
2012,"PRK",0,0
2013,"PRK",0,0
2014,"PRK",0,0
2015,"PRK",0,0
2016,"PRK",0,0
2017,"PRK",0,0
2018,"PRK",0,0
2019,"PRK",0,0
2000,"PRT",0,0
2001,"PRT",0,0
2002,"PRT",0,0
2003,"PRT",0,0
2004,"PRT",0,0
2005,"PRT",0,0
2006,"PRT",0,0
2007,"PRT",0,0
2008,"PRT",0,0
2009,"PRT",0,0
2010,"PRT",0,0
2011,"PRT",0,0
2012,"PRT",0,0
2013,"PRT",0,0
2014,"PRT",0,0
2015,"PRT",0,0
2016,"PRT",0,0
2017,"PRT",0,0
2018,"PRT",0,0
2019,"PRT",0,0
2000,"PRY",0,0
2001,"PRY",0,0
2002,"PRY",0,0
2003,"PRY",0,0
2004,"PRY",0,0
2005,"PRY",0,0
2006,"PRY",0,0
2007,"PRY",0,0
2008,"PRY",0,0
2009,"PRY",0,0
2010,"PRY",0,0
2011,"PRY",0,0
2012,"PRY",0,0
2013,"PRY",0,0
2014,"PRY",0,0
2015,"PRY",0,0
2016,"PRY",0,0
2017,"PRY",0,0
2018,"PRY",0,0
2019,"PRY",0,0
2000,"QAT",0,0
2001,"QAT",0,0
2002,"QAT",0,0
2003,"QAT",0,0
2004,"QAT",0,0
2005,"QAT",0,0
2006,"QAT",0,0
2007,"QAT",0,0
2008,"QAT",0,0
2009,"QAT",0,0
2010,"QAT",0,0
2011,"QAT",0,0
2012,"QAT",0,0
2013,"QAT",0,0
2014,"QAT",0,0
2015,"QAT",0,0
2016,"QAT",0,0
2017,"QAT",0,0
2018,"QAT",0,0
2019,"QAT",0,0
2000,"ROU",0,0
2001,"ROU",0,0
2002,"ROU",0,0
2003,"ROU",0,0
2004,"ROU",0,0
2005,"ROU",0,0
2006,"ROU",0,0
2007,"ROU",0,0
2008,"ROU",0,0
2009,"ROU",0,0
2010,"ROU",0,0
2011,"ROU",0,0
2012,"ROU",0,0
2013,"ROU",0,0
2014,"ROU",0,0
2015,"ROU",0,0
2016,"ROU",0,0
2017,"ROU",0,0
2018,"ROU",0,0
2019,"ROU",0,0
2000,"RUS",6197,1
2001,"RUS",4333,1
2002,"RUS",992,1
2003,"RUS",1509,1
2004,"RUS",539,1
2005,"RUS",1317,1
2006,"RUS",688,1
2007,"RUS",260,1
2008,"RUS",182,1
2009,"RUS",410,1
2010,"RUS",697,1
2011,"RUS",481,1
2012,"RUS",396,1
2013,"RUS",525,1
2014,"RUS",365,1
2015,"RUS",176,1
2016,"RUS",86,1
2017,"RUS",78,1
2018,"RUS",53,1
2019,"RUS",38,1
2000,"RWA",29,1
2001,"RWA",0,0
2002,"RWA",2044,1
2003,"RWA",0,0
2004,"RWA",0,0
2005,"RWA",16,0
2006,"RWA",0,0
2007,"RWA",0,0
2008,"RWA",0,0
2009,"RWA",0,0
2010,"RWA",2,0
2011,"RWA",0,0
2012,"RWA",0,0
2013,"RWA",13,0
2014,"RWA",4,0
2015,"RWA",0,0
2016,"RWA",0,0
2017,"RWA",27,1
2018,"RWA",10,0
2019,"RWA",6,0
2000,"SAU",0,0
2001,"SAU",0,0
2002,"SAU",0,0
2003,"SAU",0,0
2004,"SAU",26,1
2005,"SAU",91,1
2006,"SAU",31,1
2007,"SAU",11,0
2008,"SAU",2,0
2009,"SAU",0,0
2010,"SAU",0,0
2011,"SAU",0,0
2012,"SAU",0,0
2013,"SAU",0,0
2014,"SAU",0,0
2015,"SAU",0,0
2016,"SAU",110,1
2017,"SAU",125,1
2018,"SAU",45,1
2019,"SAU",11,0
2000,"SDN",2067,1
2001,"SDN",3537,1
2002,"SDN",3719,1
2003,"SDN",3227,1
2004,"SDN",5010,1
2005,"SDN",9714,1
2006,"SDN",1505,1
2007,"SDN",2187,1
2008,"SDN",1180,1
2009,"SDN",1241,1
2010,"SDN",2689,1
2011,"SDN",1790,1
2012,"SDN",2567,1
2013,"SDN",1525,1
2014,"SDN",1959,1
2015,"SDN",1912,1
2016,"SDN",2552,1
2017,"SDN",1994,1
2018,"SDN",548,1
2019,"SDN",432,1
2000,"SEN",31,1
2001,"SEN",56,1
2002,"SEN",47,1
2003,"SEN",45,1
2004,"SEN",39,1
2005,"SEN",3,0
2006,"SEN",46,1
2007,"SEN",126,1
2008,"SEN",0,0
2009,"SEN",11,0
2010,"SEN",19,0
2011,"SEN",19,0
2012,"SEN",37,1
2013,"SEN",23,0
2014,"SEN",8,0
2015,"SEN",0,0
2016,"SEN",0,0
2017,"SEN",0,0
2018,"SEN",0,0
2019,"SEN",1,0
2000,"SGP",0,0
2001,"SGP",0,0
2002,"SGP",0,0
2003,"SGP",0,0
2004,"SGP",0,0
2005,"SGP",0,0
2006,"SGP",0,0
2007,"SGP",0,0
2008,"SGP",0,0
2009,"SGP",0,0
2010,"SGP",0,0
2011,"SGP",0,0
2012,"SGP",0,0
2013,"SGP",0,0
2014,"SGP",0,0
2015,"SGP",0,0
2016,"SGP",0,0
2017,"SGP",0,0
2018,"SGP",0,0
2019,"SGP",0,0
2000,"SLB",0,0
2001,"SLB",0,0
2002,"SLB",0,0
2003,"SLB",0,0
2004,"SLB",0,0
2005,"SLB",0,0
2006,"SLB",0,0
2007,"SLB",0,0
2008,"SLB",0,0
2009,"SLB",0,0
2010,"SLB",0,0
2011,"SLB",0,0
2012,"SLB",0,0
2013,"SLB",0,0
2014,"SLB",0,0
2015,"SLB",0,0
2016,"SLB",0,0
2017,"SLB",0,0
2018,"SLB",0,0
2019,"SLB",0,0
2000,"SLE",4493,1
2001,"SLE",856,1
2002,"SLE",73,1
2003,"SLE",1,0
2004,"SLE",0,0
2005,"SLE",0,0
2006,"SLE",0,0
2007,"SLE",0,0
2008,"SLE",0,0
2009,"SLE",0,0
2010,"SLE",0,0
2011,"SLE",0,0
2012,"SLE",0,0
2013,"SLE",0,0
2014,"SLE",0,0
2015,"SLE",0,0
2016,"SLE",0,0
2017,"SLE",0,0
2018,"SLE",0,0
2019,"SLE",0,0
2000,"SLV",0,0
2001,"SLV",0,0
2002,"SLV",0,0
2003,"SLV",0,0
2004,"SLV",0,0
2005,"SLV",0,0
2006,"SLV",0,0
2007,"SLV",0,0
2008,"SLV",0,0
2009,"SLV",0,0
2010,"SLV",0,0
2011,"SLV",0,0
2012,"SLV",0,0
2013,"SLV",0,0
2014,"SLV",0,0
2015,"SLV",0,0
2016,"SLV",0,0
2017,"SLV",0,0
2018,"SLV",0,0
2019,"SLV",0,0
2000,"SOM",542,1
2001,"SOM",185,1
2002,"SOM",483,1
2003,"SOM",638,1
2004,"SOM",405,1
2005,"SOM",670,1
2006,"SOM",340,1
2007,"SOM",1204,1
2008,"SOM",1620,1
2009,"SOM",1751,1
2010,"SOM",2204,1
2011,"SOM",2722,1
2012,"SOM",2118,1
2013,"SOM",2989,1
2014,"SOM",1045,1
2015,"SOM",1247,1
2016,"SOM",1250,1
2017,"SOM",2065,1
2018,"SOM",2071,1
2019,"SOM",2500,1
2000,"SRB",2173,1
2001,"SRB",0,0
2002,"SRB",0,0
2003,"SRB",0,0
2004,"SRB",0,0
2005,"SRB",0,0
2006,"SRB",0,0
2007,"SRB",0,0
2008,"SRB",0,0
2009,"SRB",0,0
2010,"SRB",0,0
2011,"SRB",0,0
2012,"SRB",0,0
2013,"SRB",0,0
2014,"SRB",0,0
2015,"SRB",0,0
2016,"SRB",0,0
2017,"SRB",0,0
2018,"SRB",0,0
2019,"SRB",0,0
2000,"SSD",0,0
2001,"SSD",0,0
2002,"SSD",0,0
2003,"SSD",0,0
2004,"SSD",0,0
2005,"SSD",0,0
2006,"SSD",0,0
2007,"SSD",0,0
2008,"SSD",0,0
2009,"SSD",0,0
2010,"SSD",0,0
2011,"SSD",0,0
2012,"SSD",1194,1
2013,"SSD",864,1
2014,"SSD",1827,1
2015,"SSD",2491,1
2016,"SSD",1137,1
2017,"SSD",1303,1
2018,"SSD",1271,1
2019,"SSD",1217,1
2000,"STP",0,0
2001,"STP",0,0
2002,"STP",0,0
2003,"STP",0,0
2004,"STP",0,0
2005,"STP",0,0
2006,"STP",0,0
2007,"STP",0,0
2008,"STP",0,0
2009,"STP",0,0
2010,"STP",0,0
2011,"STP",0,0
2012,"STP",0,0
2013,"STP",0,0
2014,"STP",0,0
2015,"STP",0,0
2016,"STP",0,0
2017,"STP",0,0
2018,"STP",0,0
2019,"STP",0,0
2000,"SUR",0,0
2001,"SUR",0,0
2002,"SUR",0,0
2003,"SUR",0,0
2004,"SUR",0,0
2005,"SUR",0,0
2006,"SUR",0,0
2007,"SUR",0,0
2008,"SUR",0,0
2009,"SUR",0,0
2010,"SUR",0,0
2011,"SUR",0,0
2012,"SUR",0,0
2013,"SUR",0,0
2014,"SUR",0,0
2015,"SUR",0,0
2016,"SUR",0,0
2017,"SUR",0,0
2018,"SUR",0,0
2019,"SUR",0,0
2000,"SVK",0,0
2001,"SVK",0,0
2002,"SVK",0,0
2003,"SVK",0,0
2004,"SVK",0,0
2005,"SVK",0,0
2006,"SVK",0,0
2007,"SVK",0,0
2008,"SVK",0,0
2009,"SVK",0,0
2010,"SVK",0,0
2011,"SVK",0,0
2012,"SVK",0,0
2013,"SVK",0,0
2014,"SVK",0,0
2015,"SVK",0,0
2016,"SVK",0,0
2017,"SVK",0,0
2018,"SVK",0,0
2019,"SVK",0,0
2000,"SVN",0,0
2001,"SVN",0,0
2002,"SVN",0,0
2003,"SVN",0,0
2004,"SVN",0,0
2005,"SVN",0,0
2006,"SVN",0,0
2007,"SVN",0,0
2008,"SVN",0,0
2009,"SVN",0,0
2010,"SVN",0,0
2011,"SVN",0,0
2012,"SVN",0,0
2013,"SVN",0,0
2014,"SVN",0,0
2015,"SVN",0,0
2016,"SVN",0,0
2017,"SVN",0,0
2018,"SVN",0,0
2019,"SVN",0,0
2000,"SWE",0,0
2001,"SWE",0,0
2002,"SWE",0,0
2003,"SWE",0,0
2004,"SWE",0,0
2005,"SWE",0,0
2006,"SWE",0,0
2007,"SWE",0,0
2008,"SWE",0,0
2009,"SWE",0,0
2010,"SWE",0,0
2011,"SWE",0,0
2012,"SWE",0,0
2013,"SWE",0,0
2014,"SWE",0,0
2015,"SWE",0,0
2016,"SWE",0,0
2017,"SWE",0,0
2018,"SWE",5,0
2019,"SWE",0,0
2000,"SWZ",0,0
2001,"SWZ",0,0
2002,"SWZ",0,0
2003,"SWZ",0,0
2004,"SWZ",0,0
2005,"SWZ",0,0
2006,"SWZ",0,0
2007,"SWZ",0,0
2008,"SWZ",0,0
2009,"SWZ",0,0
2010,"SWZ",0,0
2011,"SWZ",0,0
2012,"SWZ",0,0
2013,"SWZ",0,0
2014,"SWZ",0,0
2015,"SWZ",0,0
2016,"SWZ",0,0
2017,"SWZ",0,0
2018,"SWZ",0,0
2019,"SWZ",0,0
2000,"SYC",0,0
2001,"SYC",0,0
2002,"SYC",0,0
2003,"SYC",0,0
2004,"SYC",0,0
2005,"SYC",0,0
2006,"SYC",0,0
2007,"SYC",0,0
2008,"SYC",0,0
2009,"SYC",0,0
2010,"SYC",0,0
2011,"SYC",0,0
2012,"SYC",0,0
2013,"SYC",0,0
2014,"SYC",0,0
2015,"SYC",0,0
2016,"SYC",0,0
2017,"SYC",0,0
2018,"SYC",0,0
2019,"SYC",0,0
2000,"SYR",0,0
2001,"SYR",0,0
2002,"SYR",0,0
2003,"SYR",0,0
2004,"SYR",0,0
2005,"SYR",8,0
2006,"SYR",0,0
2007,"SYR",0,0
2008,"SYR",0,0
2009,"SYR",1,0
2010,"SYR",0,0
2011,"SYR",0,0
2012,"SYR",4347,1
2013,"SYR",53695,1
2014,"SYR",76490,1
2015,"SYR",78644,1
2016,"SYR",59582,1
2017,"SYR",53863,1
2018,"SYR",38534,1
2019,"SYR",21727,1
2000,"TCD",394,1
2001,"TCD",1070,1
2002,"TCD",230,1
2003,"TCD",297,1
2004,"TCD",37,1
2005,"TCD",78,1
2006,"TCD",267,1
2007,"TCD",1956,1
2008,"TCD",431,1
2009,"TCD",994,1
2010,"TCD",135,1
2011,"TCD",4,0
2012,"TCD",0,0
2013,"TCD",0,0
2014,"TCD",0,0
2015,"TCD",16,0
2016,"TCD",397,1
2017,"TCD",26,1
2018,"TCD",91,1
2019,"TCD",168,1
2000,"TGO",0,0
2001,"TGO",0,0
2002,"TGO",0,0
2003,"TGO",0,0
2004,"TGO",0,0
2005,"TGO",0,0
2006,"TGO",436,1
2007,"TGO",0,0
2008,"TGO",0,0
2009,"TGO",0,0
2010,"TGO",0,0
2011,"TGO",0,0
2012,"TGO",0,0
2013,"TGO",0,0
2014,"TGO",0,0
2015,"TGO",0,0
2016,"TGO",0,0
2017,"TGO",0,0
2018,"TGO",0,0
2019,"TGO",0,0
2000,"THA",1,0
2001,"THA",8,0
2002,"THA",25,1
2003,"THA",23,0
2004,"THA",26,1
2005,"THA",310,1
2006,"THA",494,1
2007,"THA",541,1
2008,"THA",518,1
2009,"THA",328,1
2010,"THA",258,1
2011,"THA",218,1
2012,"THA",277,1
2013,"THA",244,1
2014,"THA",249,1
2015,"THA",100,1
2016,"THA",84,1
2017,"THA",69,1
2018,"THA",50,1
2019,"THA",61,1
2000,"TJK",4,0
2001,"TJK",46,1
2002,"TJK",0,0
2003,"TJK",0,0
2004,"TJK",0,0
2005,"TJK",0,0
2006,"TJK",1,0
2007,"TJK",8,0
2008,"TJK",0,0
2009,"TJK",0,0
2010,"TJK",17,0
2011,"TJK",98,1
2012,"TJK",28,1
2013,"TJK",0,0
2014,"TJK",3,0
2015,"TJK",3,0
2016,"TJK",0,0
2017,"TJK",0,0
2018,"TJK",0,0
2019,"TJK",4,0
2000,"TKM",0,0
2001,"TKM",0,0
2002,"TKM",0,0
2003,"TKM",0,0
2004,"TKM",0,0
2005,"TKM",0,0
2006,"TKM",0,0
2007,"TKM",0,0
2008,"TKM",0,0
2009,"TKM",0,0
2010,"TKM",0,0
2011,"TKM",0,0
2012,"TKM",0,0
2013,"TKM",0,0
2014,"TKM",0,0
2015,"TKM",0,0
2016,"TKM",0,0
2017,"TKM",0,0
2018,"TKM",0,0
2019,"TKM",0,0
2000,"TLS",0,0
2001,"TLS",0,0
2002,"TLS",0,0
2003,"TLS",0,0
2004,"TLS",0,0
2005,"TLS",0,0
2006,"TLS",0,0
2007,"TLS",0,0
2008,"TLS",0,0
2009,"TLS",0,0
2010,"TLS",0,0
2011,"TLS",0,0
2012,"TLS",0,0
2013,"TLS",0,0
2014,"TLS",0,0
2015,"TLS",0,0
2016,"TLS",0,0
2017,"TLS",0,0
2018,"TLS",0,0
2019,"TLS",0,0
2000,"TON",0,0
2001,"TON",0,0
2002,"TON",0,0
2003,"TON",0,0
2004,"TON",0,0
2005,"TON",0,0
2006,"TON",0,0
2007,"TON",0,0
2008,"TON",0,0
2009,"TON",0,0
2010,"TON",0,0
2011,"TON",0,0
2012,"TON",0,0
2013,"TON",0,0
2014,"TON",0,0
2015,"TON",0,0
2016,"TON",0,0
2017,"TON",0,0
2018,"TON",0,0
2019,"TON",0,0
2000,"TTO",0,0
2001,"TTO",0,0
2002,"TTO",0,0
2003,"TTO",0,0
2004,"TTO",0,0
2005,"TTO",0,0
2006,"TTO",0,0
2007,"TTO",0,0
2008,"TTO",0,0
2009,"TTO",0,0
2010,"TTO",0,0
2011,"TTO",0,0
2012,"TTO",0,0
2013,"TTO",0,0
2014,"TTO",0,0
2015,"TTO",0,0
2016,"TTO",0,0
2017,"TTO",0,0
2018,"TTO",0,0
2019,"TTO",0,0
2000,"TUN",0,0
2001,"TUN",0,0
2002,"TUN",0,0
2003,"TUN",21,0
2004,"TUN",0,0
2005,"TUN",0,0
2006,"TUN",0,0
2007,"TUN",0,0
2008,"TUN",0,0
2009,"TUN",0,0
2010,"TUN",0,0
2011,"TUN",0,0
2012,"TUN",8,0
2013,"TUN",3,0
2014,"TUN",29,1
2015,"TUN",51,1
2016,"TUN",135,1
2017,"TUN",88,1
2018,"TUN",15,0
2019,"TUN",25,1
2000,"TUR",1195,1
2001,"TUR",153,1
2002,"TUR",120,1
2003,"TUR",34,1
2004,"TUR",150,1
2005,"TUR",221,1
2006,"TUR",295,1
2007,"TUR",226,1
2008,"TUR",502,1
2009,"TUR",491,1
2010,"TUR",138,1
2011,"TUR",231,1
2012,"TUR",410,1
2013,"TUR",789,1
2014,"TUR",23,0
2015,"TUR",11,0
2016,"TUR",1061,1
2017,"TUR",1558,1
2018,"TUR",455,1
2019,"TUR",435,1
2000,"TZA",0,0
2001,"TZA",0,0
2002,"TZA",37,1
2003,"TZA",0,0
2004,"TZA",0,0
2005,"TZA",0,0
2006,"TZA",0,0
2007,"TZA",0,0
2008,"TZA",3,0
2009,"TZA",0,0
2010,"TZA",0,0
2011,"TZA",0,0
2012,"TZA",0,0
2013,"TZA",0,0
2014,"TZA",0,0
2015,"TZA",0,0
2016,"TZA",0,0
2017,"TZA",0,0
2018,"TZA",1,0
2019,"TZA",1,0
2000,"UGA",1024,1
2001,"UGA",1238,1
2002,"UGA",212,1
2003,"UGA",1316,1
2004,"UGA",1628,1
2005,"UGA",2004,1
2006,"UGA",922,1
2007,"UGA",334,1
2008,"UGA",156,1
2009,"UGA",32,1
2010,"UGA",59,1
2011,"UGA",74,1
2012,"UGA",0,0
2013,"UGA",0,0
2014,"UGA",0,0
2015,"UGA",7,0
2016,"UGA",0,0
2017,"UGA",30,1
2018,"UGA",0,0
2019,"UGA",2,0
2000,"UKR",0,0
2001,"UKR",0,0
2002,"UKR",0,0
2003,"UKR",0,0
2004,"UKR",0,0
2005,"UKR",0,0
2006,"UKR",0,0
2007,"UKR",0,0
2008,"UKR",0,0
2009,"UKR",0,0
2010,"UKR",0,0
2011,"UKR",0,0
2012,"UKR",0,0
2013,"UKR",0,0
2014,"UKR",0,0
2015,"UKR",4528,1
2016,"UKR",1726,1
2017,"UKR",255,1
2018,"UKR",415,1
2019,"UKR",243,1
2000,"URY",0,0
2001,"URY",0,0
2002,"URY",0,0
2003,"URY",0,0
2004,"URY",0,0
2005,"URY",0,0
2006,"URY",0,0
